event_title,event_genres,line_up,place,starting_time,finishing_time,venue_information,event_location_details,event_ticket_types,ticket_price,location_identifier,location_address,remain_prices,image,data_date,url,Record ID,id,city,starting_day,free_entrance,latitud,longitud,district
DISCO SATURDAY NIGHT,"International, Elegant, Dance, House, Hits",NaN,MIRABLAU,2024-12-21 23:30:00,2024-12-22 05:00:00,"Descubre Mirablau, la joya de la noche barcelonesa, donde la música dance, house y los últimos hits se encuentran con vistas impresionantes de la ciudad. Al pie del Tibidabo, esta discoteca te ofrece una experiencia única: bailar en las alturas, con Barcelona a tus pies. Es el destino perfecto para los amantes de la buena música y los panoramas urbanos espectaculares. Ven a Mirablau y vive la magia de una noche inolvidable bajo las estrellas. ¡La fiesta de tus sueños te espera!","Descubre Mirablau, la joya de la noche barcelonesa, donde la música dance, house y los últimos hits se encuentran con vistas impresionantes de la ciudad. Al pie del Tibidabo, esta discoteca te ofrece una experiencia única: bailar en las alturas, con Barcelona a tus pies. Es el destino perfecto para los amantes de la buena música y los panoramas urbanos espectaculares. Ven a Mirablau y vive la magia de una noche inolvidable bajo las estrellas. ¡La fiesta de tus sueños te espera!",Ticket,15.0,"41.3873974,2.168568","Plaza Dr.Andreu S/N 08035, Barcelona, Spain",15.0,https://images.xceed.me/events/banners/disco-saturday-night-barcelona-xceed-75d1.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/disco-saturday-night-45--168341,recJuxFKg0DwWMbIc,recJuxFKg0DwWMbIc,Barcelona,Saturday,False,41.3873974,2.168568,Eixample
Santa Is Back,"International, Elegant, Hits, Dance, House","Carlos Ramos, Gerard Roig",Sutton Barcelona,2024-12-24 23:59:00,2024-12-25 06:00:00,DJs & Artistas | Carlos Ramos & Gerard Roig Horario | 23:30 H – 6:00 H Lista de Invitados | Gratis hasta la 1:30 AM Entrada | 20 € Mesas VIP | A partir de 300 € Política de Entrada | Dress Code: Elegante / Edad: +21,"Since it opened its doors in 2001, Sutton Barcelona always played a leading role in Barcelona’s nightlife. From the very beginning, their parties were in everybody’s chats, both young and not so young people from the upper area in town. Located in the middle of Carrer Tuset, the club always knew what it wanted to be: a meeting point for forever friends, for those who want to have fun with their lifelong friends in a familiar club, cosy and true to a musical style always liked by the biggest audiences. Sutton Barcelona breathes a youthful, but mature atmosphere. Minimum age of 21 years old is required, although the public is usually around 23 or 25, even reaching 40 depending on the party. It's not weird to see public figures of high relevance in Sutton, such as actors, elite athletes or football players, fashion designers or politicians. Sutton Barcelona is one of the most exclusive clubs in the city and VIP people know it. You only need to take a look at some of the pictures of their Facebook albums or attend some of their big parties, such as Halloween or New Year's Eve, to discover their high-end style. Sutton Barcelona gives a remarkable prominence to music. The position of the DJ booth enhances the DJ to the audience and makes it a central figure of the event, although many times the sound is borne by resident artists. Commercial electronic music (mainly electro-house, dance and big room) sets the pace, although the R'n'B and the hits have their glorious moments as well. Despite this, Sutton has lived historic nights with huge names such as David Guetta, Galantis, The Martinez Brothers, Gianluca Vacchi or even Bruno Mars. You always have to keep an eye on their agenda and line-up before jumping into their booking options. Sutton always warns that you will be a victim of their pics. We don't know if that's the reason, but the required dress code is elegant, smart-casual. You don't need to wear a smart jacket or a long dress, although if you do, you won't be an exception. A well-fitting shirt, a good set and good shoes are enough (but essential) if you don't want, both boys and girls, be rejected. There's always quite a big line in the door of Sutton Barcelona. Almost every day it opens. And the ticket always costs 15 or 20€. That's why we are here. With the Xceed app, you can always sign up to the guest list before going to the club to get in for free. If you love to start the weekend quite soon, you are lucky, because Sutton is your party venue. Sutton opens from Wednesday to Saturday. With no exception. In addition to all the holidays eves, of course. Its schedule is the usual one in nightclubs: it opens at midnight and closes at 6 am, closing maybe at 5:30 am on Wednesdays and Thursdays, depending on the number of people partying inside.",Guest List,0.0,"41.395959,2.151659","Tuset, 13, Barcelona, Spain",0.0,https://images.xceed.me/events/banners/santa-is-back-1-barcelona-xceed-f2eb.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/santa-is-back-1--173306,recGRbutwHh9NQL0R,recGRbutwHh9NQL0R,Barcelona,Tuesday,True,41.395959,2.151659,Sarrià - Sant Gervasi
Xmas Party,NaN,NaN,Quartier Pedralbes,2024-12-24 23:59:00,2024-12-25 05:30:00,"Friends & Family vuelve por Navidad Os esperamos el 24D ¡Ganas de veros disfrutar! LINE UP: Coming soon Reservas: +34.677.415.742 Horario: 00.30h a 06.00 Ubicación: C/ Santa Caterina de Siena 28, 08034, Barcelona","QPedralbes está considerada una de las mejores salas de Barcelona, tanto por su construccion como por su ambiente. Al ser una torre hace que nuestros clientes se encuentren en un lugar agradable; al mismo tiempo, su distribución, pista de baile, coctelería, terraza y su segundo nivel, todo ello en conjunto hace que se pueda elegir, sin olvidarnos del fácil aparcamiento.",Early bird,20.0,"41.3901606,2.1107768","Carrer Santa Caterina de Siena, 28, Barcelona, Spain",20.0,https://images.xceed.me/events/banners/christmas-eve-3-barcelona-xceed-a719.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/xmas-party-4--168503,rec10DufdPA2okwu4,rec10DufdPA2okwu4,Barcelona,Tuesday,False,41.3901606,2.1107768,les Corts
MATCH CHRISTMAS DAY,"International, Elegant, Hits, Dance, House","Wrex, Gerard Roig, Eric Yanguas",Sutton Barcelona,2024-12-25 23:59:00,2024-12-26 05:00:00,Descubre la fiesta con el mejor ambiente Erasmus de la ciudad condal. No dudes en apuntarte gratis en lista de invitados y disfruta de una noche única en I'm A Boss Babe. MAINROOM | Wrex & Gerard Roig Sala Pachanga | Kiimu Music BadRoom | Eric Yanguas Horario | 23:30 H – 5:00 H Lista de Invitados | Gratis hasta la 1:30H Entrada | 20 € Mesas VIP | A partir de 250 € Política de Entrada | Dress Code: Elegante / Edad: +18,"Since it opened its doors in 2001, Sutton Barcelona always played a leading role in Barcelona’s nightlife. From the very beginning, their parties were in everybody’s chats, both young and not so young people from the upper area in town. Located in the middle of Carrer Tuset, the club always knew what it wanted to be: a meeting point for forever friends, for those who want to have fun with their lifelong friends in a familiar club, cosy and true to a musical style always liked by the biggest audiences. Sutton Barcelona breathes a youthful, but mature atmosphere. Minimum age of 21 years old is required, although the public is usually around 23 or 25, even reaching 40 depending on the party. It's not weird to see public figures of high relevance in Sutton, such as actors, elite athletes or football players, fashion designers or politicians. Sutton Barcelona is one of the most exclusive clubs in the city and VIP people know it. You only need to take a look at some of the pictures of their Facebook albums or attend some of their big parties, such as Halloween or New Year's Eve, to discover their high-end style. Sutton Barcelona gives a remarkable prominence to music. The position of the DJ booth enhances the DJ to the audience and makes it a central figure of the event, although many times the sound is borne by resident artists. Commercial electronic music (mainly electro-house, dance and big room) sets the pace, although the R'n'B and the hits have their glorious moments as well. Despite this, Sutton has lived historic nights with huge names such as David Guetta, Galantis, The Martinez Brothers, Gianluca Vacchi or even Bruno Mars. You always have to keep an eye on their agenda and line-up before jumping into their booking options. Sutton always warns that you will be a victim of their pics. We don't know if that's the reason, but the required dress code is elegant, smart-casual. You don't need to wear a smart jacket or a long dress, although if you do, you won't be an exception. A well-fitting shirt, a good set and good shoes are enough (but essential) if you don't want, both boys and girls, be rejected. There's always quite a big line in the door of Sutton Barcelona. Almost every day it opens. And the ticket always costs 15 or 20€. That's why we are here. With the Xceed app, you can always sign up to the guest list before going to the club to get in for free. If you love to start the weekend quite soon, you are lucky, because Sutton is your party venue. Sutton opens from Wednesday to Saturday. With no exception. In addition to all the holidays eves, of course. Its schedule is the usual one in nightclubs: it opens at midnight and closes at 6 am, closing maybe at 5:30 am on Wednesdays and Thursdays, depending on the number of people partying inside.",Guest List,0.0,"41.395959,2.151659","Tuset, 13, Barcelona, Spain",0.0,https://images.xceed.me/events/banners/match-13-barcelona-xceed-afd1.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/match-christmas-day--167645,recsU7GwrsA9JF8tL,recsU7GwrsA9JF8tL,Barcelona,Wednesday,True,41.395959,2.151659,Sarrià - Sant Gervasi
PRISM Hard x KOMPOUND pres. 753 ‘All Night A/V Show’,"Underground, Techno, Hard Techno",753,INPUT High Fidelity Dance Club,2024-12-26 23:59:00,2024-12-27 05:00:00,"753 is a duo from Barcelona with an enormous passion for hard techno music and audiovisual arts. Their goal is to do something different and creative they can be proud of. The name 753 comes from an 11th century samurai code of honor that inspired an entire nation to fight for its ideals. This code lives on in our world of constant change: through discipline, honor and loyalty, the code lasted in the memory of humanity until it became the legacy of 753. The 753 duo produces hard techno. They intend to innovate that scene and show what they are capable of. The people who discover them really appreciate their work and style, and as a result they have been able to work with record labels such as Gomboc, Hard Vision, Definition Of Hard techno, Märked, SCTR.","In the heart of Poble Espanyol lies INPUT High Fidelity Dance Club, the techno temple in Barcelona. Born to create unforgettable experiences, crossing its door transforms your night. Senses heighten, minds expand, and unparalleled acoustics elevate music to art. Its circular layout fosters intimacy, uniting diverse crowds in dance. Towering ceilings house a pulsating Funktion-One-based sound system, complemented by LED lights and cutting-edge AV tech for a psychedelic journey. Open Fridays, Saturdays, and select holidays from midnight till 6 am. Dress comfortably; trends don't matter—just bring sturdy shoes for the dance floor. Tickets available via Xceed or at the door, but advance booking saves money and time. With its stellar lineup, INPUT often sells out—don't miss out on the experience. Tip: Don't forget to follow INPUT on socials: @inputdanceclub (Instagram) and @inputbcn (TikTok)!","3rd release, VIP Table, 1st release, 4th release, 2nd release","10.0, 15.0, 20.0, 25.0, 400.0","41.3688517,2.1468589999999","Avda. Francesc Ferrer i Guàrdia 13, Barcelona, Spain","25.0, 400.0",https://images.xceed.me/events/banners/prism-hard-x-kompound-pres-753-all-night-a-v-show-1-barcelona-xceed-1b94.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/prism-hard-x-kompound-pres-753-all-night-a-v-show-1--168251,recwGGDfD2BHU4qg1,recwGGDfD2BHU4qg1,Barcelona,Thursday,False,41.3688517,2.1468589999999,Sants-Montjuïc
TBA @ LE CLUB ,"International, Elegant, Electronica / Downtempo, House",NaN,Sutton Barcelona,2024-12-26 23:59:00,2024-12-27 05:00:00,ELECTRONIC CONCEPT EVERY THURSDAY MAIN ROOM | TBA + Resident Dj's Room 2 Comercial TOP HITS | Gerard Roig BadRoom | TBA Horario | 23:59 H – 5:00 H Lista de Invitados | Gratis hasta las 01:00 H Entrada | desde 15 € Mesas VIP | A partir de 300 € Política de Entrada | Dress Code: Elegante / Edad: +18,"Since it opened its doors in 2001, Sutton Barcelona always played a leading role in Barcelona’s nightlife. From the very beginning, their parties were in everybody’s chats, both young and not so young people from the upper area in town. Located in the middle of Carrer Tuset, the club always knew what it wanted to be: a meeting point for forever friends, for those who want to have fun with their lifelong friends in a familiar club, cosy and true to a musical style always liked by the biggest audiences. Sutton Barcelona breathes a youthful, but mature atmosphere. Minimum age of 21 years old is required, although the public is usually around 23 or 25, even reaching 40 depending on the party. It's not weird to see public figures of high relevance in Sutton, such as actors, elite athletes or football players, fashion designers or politicians. Sutton Barcelona is one of the most exclusive clubs in the city and VIP people know it. You only need to take a look at some of the pictures of their Facebook albums or attend some of their big parties, such as Halloween or New Year's Eve, to discover their high-end style. Sutton Barcelona gives a remarkable prominence to music. The position of the DJ booth enhances the DJ to the audience and makes it a central figure of the event, although many times the sound is borne by resident artists. Commercial electronic music (mainly electro-house, dance and big room) sets the pace, although the R'n'B and the hits have their glorious moments as well. Despite this, Sutton has lived historic nights with huge names such as David Guetta, Galantis, The Martinez Brothers, Gianluca Vacchi or even Bruno Mars. You always have to keep an eye on their agenda and line-up before jumping into their booking options. Sutton always warns that you will be a victim of their pics. We don't know if that's the reason, but the required dress code is elegant, smart-casual. You don't need to wear a smart jacket or a long dress, although if you do, you won't be an exception. A well-fitting shirt, a good set and good shoes are enough (but essential) if you don't want, both boys and girls, be rejected. There's always quite a big line in the door of Sutton Barcelona. Almost every day it opens. And the ticket always costs 15 or 20€. That's why we are here. With the Xceed app, you can always sign up to the guest list before going to the club to get in for free. If you love to start the weekend quite soon, you are lucky, because Sutton is your party venue. Sutton opens from Wednesday to Saturday. With no exception. In addition to all the holidays eves, of course. Its schedule is the usual one in nightclubs: it opens at midnight and closes at 6 am, closing maybe at 5:30 am on Wednesdays and Thursdays, depending on the number of people partying inside.","Bronze VIP | 5 People, Early Bird | Ticket, Lista De Invitados, 1st Release | Ticket, Diamond VIP | 10 Guests, 2nd Release | Last Tickets, Super VIP | 10 Guests","0.0, 15.0, 20.0, 30.0, 300.0, 600.0, 1000.0, 1500.0, 2500.0, 5000.0","41.395959,2.151659","Tuset, 13, Barcelona, Spain","0.0, 15.0, 20.0, 30.0, 300.0, 600.0, 1000.0, 1500.0, 2500.0, 5000.0",https://images.xceed.me/events/banners/tba-le-club-barcelona-xceed-e791.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/tba-le-club-3--173326,recbHtbwvBmRZ9oIt,recbHtbwvBmRZ9oIt,Barcelona,Thursday,True,41.395959,2.151659,Sarrià - Sant Gervasi
UNANNOUNCED by RAXON,"Underground, Techno, Deep House, House",NaN,INPUT High Fidelity Dance Club,2024-12-27 23:59:00,2024-12-28 06:00:00,"""Unannounced by Raxon"" is a unique event series hosted at INPUT High Fidelity Dance Club in Barcelona. Curated by DJ and producer Raxon, these events are characterized by their secretive nature, where the lineup remains undisclosed until the last moment. This approach emphasizes the music and the overall experience, encouraging attendees to immerse themselves without preconceived notions about the performing artists!","In the heart of Poble Espanyol lies INPUT High Fidelity Dance Club, the techno temple in Barcelona. Born to create unforgettable experiences, crossing its door transforms your night. Senses heighten, minds expand, and unparalleled acoustics elevate music to art. Its circular layout fosters intimacy, uniting diverse crowds in dance. Towering ceilings house a pulsating Funktion-One-based sound system, complemented by LED lights and cutting-edge AV tech for a psychedelic journey. Open Fridays, Saturdays, and select holidays from midnight till 6 am. Dress comfortably; trends don't matter—just bring sturdy shoes for the dance floor. Tickets available via Xceed or at the door, but advance booking saves money and time. With its stellar lineup, INPUT often sells out—don't miss out on the experience. Tip: Don't forget to follow INPUT on socials: @inputdanceclub (Instagram) and @inputbcn (TikTok)!","Early access. Entrance before 1AM, 1st release, Special Offer for Groups (2 people), VIP Table","5.0, 10.0, 400.0","41.3688517,2.1468589999999","Avda. Francesc Ferrer i Guàrdia 13, Barcelona, Spain","5.0, 10.0, 400.0",https://images.xceed.me/events/banners/unannounced-by-raxon-1-barcelona-xceed-29f7.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/unannounced-by-raxon-1--172410,recGsqmUcPLA7YubY,recGsqmUcPLA7YubY,Barcelona,Friday,False,41.3688517,2.1468589999999,Sants-Montjuïc
A LA MODE,"International, Elegant, Hits, House, Reggaeton","Gerard Roig, Sergi Grau",Sutton Barcelona,2024-12-27 23:59:00,2024-12-28 06:00:00,Sutton Barcelona está A La Mode. Ven a disfrutar de la fiesta más chic en el club más internacional de Barcelona. ¡Apúntate en Lista de Invitados y accede gratis hasta la 1:00 AM! DJs & Artistas | Gerard Roig & Sergi Grau Sala Pachanga | Demut BadRoom Techno| Eric Yanguas Horario | 23:30 H – 6:00 H Lista de Invitados | Gratis hasta la 1:00 H Entrada | 20 € Mesas VIP | A partir de 300 € Política de Entrada | Dress Code: Elegante / Edad: +23,"Since it opened its doors in 2001, Sutton Barcelona always played a leading role in Barcelona’s nightlife. From the very beginning, their parties were in everybody’s chats, both young and not so young people from the upper area in town. Located in the middle of Carrer Tuset, the club always knew what it wanted to be: a meeting point for forever friends, for those who want to have fun with their lifelong friends in a familiar club, cosy and true to a musical style always liked by the biggest audiences. Sutton Barcelona breathes a youthful, but mature atmosphere. Minimum age of 21 years old is required, although the public is usually around 23 or 25, even reaching 40 depending on the party. It's not weird to see public figures of high relevance in Sutton, such as actors, elite athletes or football players, fashion designers or politicians. Sutton Barcelona is one of the most exclusive clubs in the city and VIP people know it. You only need to take a look at some of the pictures of their Facebook albums or attend some of their big parties, such as Halloween or New Year's Eve, to discover their high-end style. Sutton Barcelona gives a remarkable prominence to music. The position of the DJ booth enhances the DJ to the audience and makes it a central figure of the event, although many times the sound is borne by resident artists. Commercial electronic music (mainly electro-house, dance and big room) sets the pace, although the R'n'B and the hits have their glorious moments as well. Despite this, Sutton has lived historic nights with huge names such as David Guetta, Galantis, The Martinez Brothers, Gianluca Vacchi or even Bruno Mars. You always have to keep an eye on their agenda and line-up before jumping into their booking options. Sutton always warns that you will be a victim of their pics. We don't know if that's the reason, but the required dress code is elegant, smart-casual. You don't need to wear a smart jacket or a long dress, although if you do, you won't be an exception. A well-fitting shirt, a good set and good shoes are enough (but essential) if you don't want, both boys and girls, be rejected. There's always quite a big line in the door of Sutton Barcelona. Almost every day it opens. And the ticket always costs 15 or 20€. That's why we are here. With the Xceed app, you can always sign up to the guest list before going to the club to get in for free. If you love to start the weekend quite soon, you are lucky, because Sutton is your party venue. Sutton opens from Wednesday to Saturday. With no exception. In addition to all the holidays eves, of course. Its schedule is the usual one in nightclubs: it opens at midnight and closes at 6 am, closing maybe at 5:30 am on Wednesdays and Thursdays, depending on the number of people partying inside.",Guest List,0.0,"41.395959,2.151659","Tuset, 13, Barcelona, Spain",0.0,https://images.xceed.me/events/banners/a-la-mode-48-barcelona-xceed-efdb.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/a-la-mode-87--167654,recMrqmHDQEDENu2i,recMrqmHDQEDENu2i,Barcelona,Friday,True,41.395959,2.151659,Sarrià - Sant Gervasi
FRIDAY NIGHT VIVES,"Elegant, Food & drinks, Dance, House, Hits",ricky Dj,MIRABLAU,2024-12-27 23:30:00,2024-12-28 05:00:00,"Descubre Mirablau, la joya de la noche barcelonesa, donde la música dance, house y los últimos hits se encuentran con vistas impresionantes de la ciudad. Al pie del Tibidabo, esta discoteca te ofrece una experiencia única: bailar en las alturas, con Barcelona a tus pies. Es el destino perfecto para los amantes de la buena música y los panoramas urbanos espectaculares. Ven a Mirablau y vive la magia de una noche inolvidable bajo las estrellas. ¡La fiesta de tus sueños te espera!","Descubre Mirablau, la joya de la noche barcelonesa, donde la música dance, house y los últimos hits se encuentran con vistas impresionantes de la ciudad. Al pie del Tibidabo, esta discoteca te ofrece una experiencia única: bailar en las alturas, con Barcelona a tus pies. Es el destino perfecto para los amantes de la buena música y los panoramas urbanos espectaculares. Ven a Mirablau y vive la magia de una noche inolvidable bajo las estrellas. ¡La fiesta de tus sueños te espera!",Ticket,15.0,"41.3873974,2.168568","Plaza Dr.Andreu S/N 08035, Barcelona, Spain",15.0,https://images.xceed.me/events/banners/tardeo-barcelona-xceed-f25b.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/friday-night-vives-45--168342,recJp0wdMETsYWK7b,recJp0wdMETsYWK7b,Barcelona,Friday,False,41.3873974,2.168568,Eixample
SUW Disco Riders with Pablo Bozzi,"Electro, Techno, Alternative","Pablo Bozzi, Diego Montiel, Jessica Bellomo, John Justicia",Upload,2024-12-28 23:59:00,2024-12-29 06:00:00,"This season, we’re taking you on a journey through the finest in electro, indie dance, dark disco, techno grooves, EBM, and breaks. We’re bringing together some of the world’s top club residents and local legends who are shaking up the scene. Get ready for an unforgettable night as SUW takes over Sala Upload with a lineup that promises to deliver one of the biggest events of the year. You’ll be treated to a seamless blend of genres—from techno and electro to dark disco, EBM, and breaks—all carefully selected to create a night you won’t forget. Leading the charge is Pablo Bozzi, the master of Italo disco, modern techno, and EBM fusion. His sets bring together the best of the past and the future, creating an atmosphere that’s both nostalgic and forward-thinking—a true experience that takes the dancefloor to another level. Supporting Bozzi, we’ve got a killer lineup of local legends and rising stars: Diego Montiel – The visionary behind SUW, delivering deep grooves and eclectic rhythms that are guaranteed to light up the crowd. Iba Boo – Known for her genre-bending sets, she’ll guide the dancefloor through a wild ride of dark disco and electro. Jessica Bellomo – An Italian-Argentine artist making waves in the underground, blending dark disco, breaks, and industrial sounds with a touch of rock. She’s been leaving her mark across South America and Europe, and her sets are pure energy. John Justicia – A Barcelona favorite, known for high-energy performances that keep the night alive with a wide range of sounds. Raver Tips for an epic night: Be yourself: The dancefloor is all about self-expression—bring your authentic energy and let loose. Take care of your tribe: Stay connected with your crew, look out for each other, and keep the vibes high together. Stay energized: Hydrate, take breaks, and keep the good energy flowing all night. Embrace the moment: Every beat, every step, every connection is what makes the night unforgettable—soak it all in. Don’t miss out on this epic night—a true celebration of underground culture at one of Barcelona’s most iconic venues. Let’s end 2024 on a high note! GET YOUR TICKET! NOS VEMOS EN EL DANCEFLOOR! #SUWDiscoRiders #PabloBozzi #TechnoVibes #WeAreUnderground #BarcelonaRaves #EndOfYearParty","Refugio musical de la Barcelona Underground, club de clubs y uno de los principales epicentros de la música independiente en vivo de la ciudad. Equipado con un sistema de sonido Funktion-One y con una estética que recuerda a los cabarets de los años 20s.","3RD RELEASE, 1ST RELEASE, EARLY BIRD","9.0, 10.0, 11.0","41.369421,2.1469999999999","Poble Espanyol, Barcelona, Spain",11.0,https://images.xceed.me/events/banners/suw-disco-riders-with-pablo-bozzi-barcelona-xceed-636e.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/suw-disco-riders-with-pablo-bozzi--170538,recifhFvtY57WTjtX,recifhFvtY57WTjtX,Barcelona,Saturday,False,41.369421,2.1469999999999,Sants-Montjuïc
DISCO SATURDAY NIGHT,"International, Elegant, Dance, House, Hits",NaN,MIRABLAU,2024-12-28 23:30:00,2024-12-29 05:00:00,"Descubre Mirablau, la joya de la noche barcelonesa, donde la música dance, house y los últimos hits se encuentran con vistas impresionantes de la ciudad. Al pie del Tibidabo, esta discoteca te ofrece una experiencia única: bailar en las alturas, con Barcelona a tus pies. Es el destino perfecto para los amantes de la buena música y los panoramas urbanos espectaculares. Ven a Mirablau y vive la magia de una noche inolvidable bajo las estrellas. ¡La fiesta de tus sueños te espera!","Descubre Mirablau, la joya de la noche barcelonesa, donde la música dance, house y los últimos hits se encuentran con vistas impresionantes de la ciudad. Al pie del Tibidabo, esta discoteca te ofrece una experiencia única: bailar en las alturas, con Barcelona a tus pies. Es el destino perfecto para los amantes de la buena música y los panoramas urbanos espectaculares. Ven a Mirablau y vive la magia de una noche inolvidable bajo las estrellas. ¡La fiesta de tus sueños te espera!",Ticket,15.0,"41.3873974,2.168568","Plaza Dr.Andreu S/N 08035, Barcelona, Spain",15.0,https://images.xceed.me/events/banners/disco-saturday-night-barcelona-xceed-75d1.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/disco-saturday-night-46--168343,recYpG6OY5XSuXpTj,recYpG6OY5XSuXpTj,Barcelona,Saturday,False,41.3873974,2.168568,Eixample
This Is Sutton,"International, Elegant, Hits, Dance, House","Sergi Grau, Gerard Roig",Sutton Barcelona,2024-12-28 23:59:00,2024-12-29 06:00:00,Sutton Barcelona te ofrece cada sábado THIS IS SUTTON. La noche más glamurosa y exclusiva de la ciudad con los hits del momento. DJs & Artistas | Sergi Grau & Gerard Roig Sala Pachanga | Demut BadRoom Techno | Eric Yanguas Horario | 23:30 H – 6:00 H Lista de Invitados | Gratis hasta la 1:00 AM Entrada | 20 € Mesas VIP | A partir de 300 € Política de Entrada | Dress Code: Elegante / Edad: +23,"Since it opened its doors in 2001, Sutton Barcelona always played a leading role in Barcelona’s nightlife. From the very beginning, their parties were in everybody’s chats, both young and not so young people from the upper area in town. Located in the middle of Carrer Tuset, the club always knew what it wanted to be: a meeting point for forever friends, for those who want to have fun with their lifelong friends in a familiar club, cosy and true to a musical style always liked by the biggest audiences. Sutton Barcelona breathes a youthful, but mature atmosphere. Minimum age of 21 years old is required, although the public is usually around 23 or 25, even reaching 40 depending on the party. It's not weird to see public figures of high relevance in Sutton, such as actors, elite athletes or football players, fashion designers or politicians. Sutton Barcelona is one of the most exclusive clubs in the city and VIP people know it. You only need to take a look at some of the pictures of their Facebook albums or attend some of their big parties, such as Halloween or New Year's Eve, to discover their high-end style. Sutton Barcelona gives a remarkable prominence to music. The position of the DJ booth enhances the DJ to the audience and makes it a central figure of the event, although many times the sound is borne by resident artists. Commercial electronic music (mainly electro-house, dance and big room) sets the pace, although the R'n'B and the hits have their glorious moments as well. Despite this, Sutton has lived historic nights with huge names such as David Guetta, Galantis, The Martinez Brothers, Gianluca Vacchi or even Bruno Mars. You always have to keep an eye on their agenda and line-up before jumping into their booking options. Sutton always warns that you will be a victim of their pics. We don't know if that's the reason, but the required dress code is elegant, smart-casual. You don't need to wear a smart jacket or a long dress, although if you do, you won't be an exception. A well-fitting shirt, a good set and good shoes are enough (but essential) if you don't want, both boys and girls, be rejected. There's always quite a big line in the door of Sutton Barcelona. Almost every day it opens. And the ticket always costs 15 or 20€. That's why we are here. With the Xceed app, you can always sign up to the guest list before going to the club to get in for free. If you love to start the weekend quite soon, you are lucky, because Sutton is your party venue. Sutton opens from Wednesday to Saturday. With no exception. In addition to all the holidays eves, of course. Its schedule is the usual one in nightclubs: it opens at midnight and closes at 6 am, closing maybe at 5:30 am on Wednesdays and Thursdays, depending on the number of people partying inside.",Guest List,0.0,"41.395959,2.151659","Tuset, 13, Barcelona, Spain",0.0,https://images.xceed.me/events/banners/this-is-sutton-57-barcelona-xceed-f6e9.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/barcelona/event/this-is-sutton-100--167665,rec15bhNxttjh2jPf,rec15bhNxttjh2jPf,Barcelona,Saturday,True,41.395959,2.151659,Sarrià - Sant Gervasi
